,itemName,type,meal,location,ingredients,hasPeanut,hasGluten,notVegan,notVeg,hasSesame,hasDairy,hasSoy,hasEgg,hasFish,withAlcohol
42,HAND TOSSED CHICKEN BACON RANCH PIZZA,ENTREES,Dinner,Atrium,"frz pizza crust pinsa - atrium only, cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), sauce prepared pizza , frz chicken cooked diced (boneless, skinless diced dark and white chicken, water, rice starch, vinegar, seasoning (maltodextrin, yeast extract, chicken stock, salt and flavors).), bacon layout 15 lbs (pork bacon cured with water, salt, sugar, sodium phosphate, liquid smoke, sodium erythorbate, sodium nitrite.), dressing ranch creamy (soybean oil, water, cultured buttermilk, egg yolk, distilled vinegar, contains less than 2% of salt, monosodium glutamate, modified corn starch, buttermilk solids, sugar, garlic (dried), xanthan gum, spice, citric acid, onion (dried), sorbic acid (preservative), calcium disodium edta (to protect flavor), egg whites.)",True,False,True,True,False,True,False,True,False,False
43,HAND TOSSED MEAT LOVER'S PIZZA,ENTREES,Dinner,Atrium,"frz pizza crust pinsa - atrium only, cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), sauce prepared pizza , turkey pepperoni * 20 lb case (turkey, pepperoni seasoning (corn syrup, spices (mustard), paprika, dextrose, paprika oleoresin, garlic powder, spice extractives, smoke flavoring), water, contains 2% or less salt, citric acid, dextrose, carrageenan, pepper, sodium nitrite.), thumann sausage crumbles (pork, water, salt, dextrose, isolated soy protein, flavorings, paprika, bha, citric acid.), bacon "" real "" bits (pork bacon cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, may contain natural smoke flavoring.)",False,False,True,True,False,True,False,False,False,False
44,HAND TOSSED VEGGIE PIZZA,ENTREES,Dinner,Atrium,"pizza dough ball 20oz, sauce prepared pizza , cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), prd pepper red * avg 22/25#, prd onion spanish dry, prd mushroom 10# 1""-1.5"" diam, prd pepper green large, olives ripe sliced (sliced ripe olives, water, salt, ferrous gluconate (added to stabilize color))",False,False,False,False,False,True,False,False,False,False
45,HUNAN BEEF,ENTREES,Dinner,Atrium,"beef strips 1/4 x 1/4 x 3, prd asparagus green 11lb, sauce asian menu classic stirfry (soy sauce (water, wheat, soybeans, salt), sugar, water, onions, corn starch, xanthan gum, citric acid, garlic puree (dehydrated garlic, water), roasted sesame seed oil), prd onion spanish dry, prd pepper red * avg 22/25#, cornstarch slurry (water fresh, cornstarch), oil wesson canola 4/1gal, prd garlic peeled fresh gal, white ground pepper",True,False,True,True,True,False,False,False,False,False
46,KH WINGS,ENTREES,Dinner,Atrium,"chicken wing jum disj frsh 40#, potato fries seasoned waffle , pickle spears dill tubs, dressing pc 1.5oz blue cheese cup, sauce franks hot 4/1gal (aged cayenne red pepper, distilled vinegar, water, salt, garlic powder), topping honey mikes hot, prd celery sticks 5lb bag, prd carrot sticks 5lb bag",False,False,False,False,False,True,False,False,False,False
47,MEZZE BOWL,ENTREES,Dinner,Atrium,"salad tabbouli, grape leaves stuffed, hummus reg 4/2# (tribe: cooked chickpeas (chickpeas, water), tahini (ground sesame), canola oil, sea salt, dried roasted garlic, citric acid, spices. contains sesame.), olive greek kalamata pitted, horiatiki greek salad (cheese feta, prd onion red, prd pepper green large, prd cucumber seedless 12ct, prd tomato grape 12/ 1/2pt/red, olive greek kalamata pitted, prd garlic peeled fresh gal, black pepper, kosher salt, oregano leaves, oil olive pure, vinegar red wine 4/1gal)",False,False,False,False,True,True,False,False,False,True
48,SALMON POKE BOWL,ENTREES,Dinner,Atrium,"poke bowl rice (rice sticky (oriental), fru prd pineapple golden 6-7 ct, prd cucumber seedless 12ct, fru prd avocado ripe cal 48ct, fru prd mango, sauce ponzu, prd pepper red * avg 22/25#, watermelon radish, prd carrot shredded, prd kale lacinato (black), prd onion green scallion, white sesame seeds, prd amaranth microgreen, black sesame seeds), fish salmon flt s/off 4oz",False,False,False,False,True,False,False,False,True,False
49,SMOKED BRISKET SLIDER,ENTREES,Dinner,Atrium,"kings hawaiin base (potato fries seasoned waffle , roll kings hawaiian foodservice sliced, pickle whole new (green)), smoked beef brisket (beef brisket 120, butter print solids 36/1lb, onion powder, granulated garlic, black pepper, kosher salt), napa slaw (prd cabbage nappa, prd pepper yellow, prd pepper red * avg 22/25#, prd cabbage green, dressing mayonnaise (soybean oil, water, whole eggs and egg yolks, distilled vinegar, salt, sugar, lemon juice concentrate, calcium disodium edta (used to protect quality), natural flavors.), oil olive 25%/75%, vinegar rice seasoned (rice vinegar (water, rice), sugar, salt, water), juice fresh lime natural, prd onion green scallion, kosher salt, crushed red pepper flakes, black pepper, gluten free tamari soy sauce, juice fresh lime natural), bacon jam (prd onion spanish dry, bacon "" real "" bits (pork bacon cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, may contain natural smoke flavoring.), sauce bbq sweet baby ray's (high fructose corn syrup, distilled vinegar, tomato paste, modified food starch, contains less than 2% of: salt, pineapple juice concentrate, natural smoke flavor, spices, caramel color, sodium benzoate as a preservative, molasses, corn syrup, garlic*, sugar, tamarind, natural flavor. *dried)), cilantro crema (milk sour cream 5lb (cultured pasteurized light cream, nonfat milk, and enzymes), prd onion green scallion, herb fresh cilantro bunch, prd pepper chile serrano green, black pepper, salt), topping frenchs onion fried",False,True,True,True,False,True,False,True,False,False
50,THREE CHILI'S NACHOS,ENTREES,Dinner,Atrium,"tortilla corn tri color, milk sour cream 5lb (cultured pasteurized light cream, nonfat milk, and enzymes), guacamole western style, roasted corn pico de gallo (pico de gallo fresh, prd corn on the cob/yellow, juice fresh lime natural, herb fresh cilantro bunch, kosher salt, black pepper), queso blanco sauce (cheese american loaf 30#, milk whole 5gal, butter print solids 36/1lb, onion powder, ground cumin, garlic powder, chili powder (chili pepper, spices, salt, silicon dioxide (to make free flowing), and garlic.), cayenne pepper)",False,False,False,False,False,True,False,False,False,False
51,TOFU POKE BOWL,ENTREES,Dinner,Atrium,"poke bowl rice (rice sticky (oriental), fru prd pineapple golden 6-7 ct, prd cucumber seedless 12ct, fru prd avocado ripe cal 48ct, fru prd mango, sauce ponzu, prd pepper red * avg 22/25#, watermelon radish, prd carrot shredded, prd kale lacinato (black), prd onion green scallion, white sesame seeds, prd amaranth microgreen, black sesame seeds), tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,True,False,False,False,False,False
52,VEGAN KABOB,ENTREES,Dinner,Atrium,"mezze bowl (salad tabbouli, grape leaves stuffed, hummus reg 4/2# (tribe: cooked chickpeas (chickpeas, water), tahini (ground sesame), canola oil, sea salt, dried roasted garlic, citric acid, spices. contains sesame.), olive greek kalamata pitted, horiatiki greek salad (cheese feta, prd onion red, prd pepper green large, prd cucumber seedless 12ct, prd tomato grape 12/ 1/2pt/red, olive greek kalamata pitted, prd garlic peeled fresh gal, black pepper, kosher salt, oregano leaves, oil olive pure, vinegar red wine 4/1gal)), vegan beyond ground meat, onion powder, chili powder (chili pepper, spices, salt, silicon dioxide (to make free flowing), and garlic.), spice masala garam , ground sumac, cayenne pepper, garlic powder",False,False,True,True,True,True,False,False,False,True
53,VEGETABLE SUSHI,ENTREES,Dinner,Atrium,"rice sticky (oriental), gluten free tamari soy sauce, vinegar rice seasoned (rice vinegar (water, rice), sugar, salt, water), prd asparagus green 11lb, prd pepper red * avg 22/25#, prd pepper yellow, prd carrot, pickle ginger sushi, wasabi (wasabi powder (horseradish, mustard, citric acid, vitamin c, fd&c yellow no. 5, fd&c blue no. 1), water fresh), wrap nori ( seaweed sheet )",False,True,False,False,False,False,False,False,False,False
54,CANADIAN BACON,BREAKFAST MEATS,Lunch,Busch,"bacon canadian 550 (ham, cured with: water, dextrose, sugar, contains less than 2% of salt, potassium lactate, sodium phosphate, potassium chloride, sodium diacetate, sodium erythorbate, sodium nitrite)",False,False,True,True,False,False,False,False,False,False
55,CHICKEN SAUSAGE PATTY,BREAKFAST MEATS,Lunch,Busch,,False,False,False,False,False,False,False,False,False,False
56,SAVORY PLANT-BASED BREAKFAST PATTIES,BREAKFAST MEATS,Lunch,Busch,"vegan breakfast patty saus'age (water, soy protein concentrate, canola oil, vital wheat gluten, soy protein isolate, yeast extract, contains 2% or less of methylcellulose, organic cane sugar, potato starch, sea salt, spices, salt, natural flavors, organic caramel color, onion powder, malt extract (malted barley, water), garlic powder, cane sugar.)",True,True,False,False,False,False,False,False,False,False
57,BANANA PANCAKES,BREAKFAST ENTREES,Lunch,Busch,"milk whole 5gal, fru prd banana on turn #4, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), egg liquid 2/20lb case (whole eggs, citric acid.), granulated sugar, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane), baking powder (corn starch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate. ), spice vanilla imitation (water, sugar, caramel color, artificial flavor, citric acid, sodium benzoate.), salt, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane)",True,True,False,False,False,True,False,True,False,False
58,BELGIAN WAFFLES,BREAKFAST ENTREES,Lunch,Busch,water fresh,False,False,False,False,False,False,False,False,False,False
59,CALIFORNIA QUICHE,BREAKFAST ENTREES,Lunch,Busch,"shells pie 9"" , milk 2% 5gal, eggs fresh x large 15 dz, milk light cream 1/2 gal, cheese swiss 4x4 (pasteurized milk, culture, salt, enzymes), veg frz spinach chopped 36#, prd mushroom sliced reg, prd tomato large (6x6), salt, cayenne pepper",False,False,False,False,False,True,False,True,False,False
60,HARD BOILED EGGS,BREAKFAST ENTREES,Lunch,Busch,"eggs fresh x large 15 dz, water fresh, salt",False,False,False,False,False,False,False,True,False,False
61,OATMEAL,BREAKFAST ENTREES,Lunch,Busch,"water fresh, cereal old fashion oatmeal",False,False,False,False,False,False,False,False,False,False
62,SCRAMBLED EGGS,BREAKFAST ENTREES,Lunch,Busch,"egg liquid 2/20lb case (whole eggs, citric acid.), milk whole 5gal, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane)",False,False,False,False,False,True,False,True,False,False
63,ASSORTED CONTRACT MUFFINS,BREAKFAST BAKERY,Lunch,Busch,muffin assorted contract reg,False,False,False,False,False,False,False,False,False,False
64,BAGEL WEEKEND ASSORTMENT,BREAKFAST BAKERY,Lunch,Busch,bagel reg assortment,False,True,False,False,False,False,False,False,False,False
65,CUT CANTELOUPE,BREAKFAST MISC,Lunch,Busch,fru prd cantaloupe cut fresh,False,False,False,False,False,False,False,False,False,False
66,CUT HONEYDEW,BREAKFAST MISC,Lunch,Busch,fru prd honeydew cut fresh,False,False,False,False,False,False,False,False,False,False
67,CUT PINEAPPLE,BREAKFAST MISC,Lunch,Busch,fru prd pineapple cut frsh,False,False,False,False,False,False,False,False,False,False
68,FRUIT SALAD,BREAKFAST MISC,Lunch,Busch,fruit salad delux 5way,False,False,False,False,False,False,False,False,False,False
69,PLAIN GREEK CHOBANI YOGURT,BREAKFAST MISC,Lunch,Busch,yogurt fresh greek plain,False,False,False,False,False,True,False,False,False,False
70,RED SEEDLESS GRAPES,BREAKFAST MISC,Lunch,Busch,fru prd grapes red seedless,False,False,False,False,False,False,False,False,False,False
71,STRAWBERRY YOGURT,BREAKFAST MISC,Lunch,Busch,yogurt bag strawberry parfait lowfat,False,False,False,False,False,True,False,False,False,False
72,VANILLA YOGURT,BREAKFAST MISC,Lunch,Busch,yogurt bag vanilla parfait lowfat,False,False,False,False,False,True,False,False,False,False
73,BABY SPINACH,SALAD BAR,Lunch,Busch,prd spinach baby 4lbs,False,False,False,False,False,False,False,False,False,False
74,BROCCOLI BUDS OP,SALAD BAR,Lunch,Busch,prd broccoli florettes 4/3#,False,False,False,False,False,False,False,False,False,False
75,CHOPPED ROMAINE LETTUCE,SALAD BAR,Lunch,Busch,prd lettuce romaine hearts,False,False,False,False,False,False,False,False,False,False
76,CUCUMBERS,SALAD BAR,Lunch,Busch,prd cucumber,False,False,False,False,False,False,False,False,False,False
77,DELI MEAT,SALAD BAR,Lunch,Busch,"turkey catering breast s/off (turkey breast, water, contains 2% or less of dextrose, salt, carrageenan, sodium phosphate.), ham boiled (imported ham, water added. cured with water, salt, dextrose, potassium lactate, sodium phosphate, sodium diacetate, sodium ascorbate, sodium nitrite.), cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy))",False,True,True,True,False,True,False,False,False,False
78,DICED TOFU,SALAD BAR,Lunch,Busch,"tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,False,False,False,False,False,False
79,DRAINED TUNA,SALAD BAR,Lunch,Busch,"fish tuna tonggol can (chunk light tuna, water, vegetable broth (contains soy), salt)",False,False,False,False,False,False,False,False,True,False
80,GRAPE TOMATOES,SALAD BAR,Lunch,Busch,prd tomato grape 12/ 1/2pt/red,False,False,False,False,False,False,False,False,False,False
81,SALAD MESCULEN GREENS,SALAD BAR,Lunch,Busch,prd mixed mesculin spr mix,False,False,False,False,False,False,False,False,False,False
82,CORN CHOWDER SOUP,SOUPS,Lunch,Busch,"milk 2% 5gal, potato diced fresh, veg frz corn cut sweet 30#, water fresh, prd celery pascal, prd onion spanish dry, veg corn creamed, base vegetable *golden* rc (salt, dehydrated vegetables (onion, tomato, carrot, celery, bell pepper, carrot juice, green leek), sugar, autolyzed yeast extract, maltodextrin, palm oil, garlic powder, spices, disodium inosinate, disodium guanylate, turmeric extract (color), and natural flavors.), flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). ), salt",True,True,False,False,False,True,False,False,False,False
83,BURGER SIDES,DELI BAR ENTREE,Lunch,Busch,"prd tomato large (6x6), cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), prd lettuce shredded, cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), pickle chips dill kr cut tub, prd onion red",False,True,False,False,False,True,False,False,False,False
84,GRILLED CHICKEN MONTREAL,DELI BAR ENTREE,Lunch,Busch,"chicken cutlet 4oz off/sk frsh, oil olive 25%/75%, spice montreal chicken (garlic, salt, onion, spices (including black pepper, red pepper, paprika), orange peel, green bell pepper, and sulfiting agent.)",False,False,False,False,False,False,False,False,False,False
85,GRILLED VEGETABLES,DELI BAR ENTREE,Lunch,Busch,"prd eggplant case, prd squash yellow, prd squash zucchini 20#, prd pepper green large, prd pepper red * avg 22/25#, prd onion spanish dry, oil olive 25%/75%, black pepper, kosher salt",False,False,False,False,False,False,False,True,False,False
86,ITALIAN THREE FOOT SUB,DELI BAR ENTREE,Lunch,Busch,"bread sub 3 ft (unbleached unbromated wheat flour, shortening (palm oil and cottonseed oil), kwick sponge (whey, corn flour, l-cysteine, potassium bromate), naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), sugar, salt, yeast, corn meal,), prd tomato large (6x6), prd lettuce shredded, pepperoni slicing 3 inch (pork, beef, salt, contains 2% or less of water, dextrose, spices, sodium ascorbate, flavoring, oleoresin of paprika, lactic acid starter culture, garlic powder, sodium nitrite, bha, bht, citric acid.), cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), thumann ham capicola hot -(dry) (ham, cured with water, salt, dextrose, corn syrup, sodium phosphates, sodium erythorbate, sodium nitrate, flavorings. coated with spices, dextrose, paprika.), salami genoa (pork, beef, salt, contains 2% or less of dextrose, water, spices, sodium ascorbate, lactic acid starter culture, garlic powder, sodium nitrite, bha, bht, citric acid.), prd onion spanish dry",True,True,True,True,False,True,False,False,False,False
87,TURKEY THREE FOOT SUB,DELI BAR ENTREE,Lunch,Busch,"bread sub 3 ft (unbleached unbromated wheat flour, shortening (palm oil and cottonseed oil), kwick sponge (whey, corn flour, l-cysteine, potassium bromate), naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), sugar, salt, yeast, corn meal,), turkey catering breast s/off (turkey breast, water, contains 2% or less of dextrose, salt, carrageenan, sodium phosphate.), prd lettuce shredded, cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), prd onion spanish dry, prd tomato large (6x6)",True,True,True,True,False,True,False,False,False,False
88,VEGETABLE BURGER,DELI BAR ENTREE,Lunch,Busch,"vegan veggie burger-gardein (water, cooked brown rice, carrots, roasted bell peppers, roasted onions, rolled oats, peas (salt), canola oil, roasted corn, soy protein concentrate, methylcellulose, yeast extract, organic cane sugar, salt, dried garlic, garlic powder, onion powder, spices, natural flavors, paprika, sea salt, citric acid.)",True,False,False,False,False,False,False,True,False,False
89,BREADED FRIED FLOUNDER,ENTREES,Lunch,Busch,"frz fish flounder brd 4oz, frying oil (expeller pressed canola oil)",False,False,False,False,False,False,False,False,True,False
90,CHICKPEA CURRY,ENTREES,Lunch,Busch,"veg beans chick peas, veg tomato puree, prd potato red b bliss, prd carrot, prd onion spanish dry, oil olive 25%/75%, spice curry powder (coriander, fenugreek, turmeric, cumin, black pepper, bay leaves, celery seed, nutmeg, clove, onion, red pepper, and ginger.), prd garlic peeled fresh gal, ground ginger, ground coriander, salt, cayenne pepper",False,False,False,False,False,False,False,False,False,False
91,CRISPY CHICKEN SANDWICH,ENTREES,Lunch,Busch,"frz chicken brd brst ital flt (boneless, skinless, chicken breast with rib meat, water, salt, sodium phosphates, modified food starch. breaded with: wheat flour, water, contains 2% or less of the following: dextrose, dried parsley, leavening (sodium bicarbonate, sodium acid pyrophosphate, sodium aluminum phosphate, monocalcium phosphate), dried yeast, garlic powder, parmesan cheese (made from pasteurized milk, cheese cultures, salt, sorbic acid {preservative}, enzymes), romano cheese (made from pasteurized cow's milk, cheese cultures, salt, sorbic acid {preservative}, enzymes), salt, soybean oil, spices, wheat gluten, disodium inosinate and disodium guanylate. breading set in vegetable oil.), roll hamburger brioche (unbleached unbromated wheat flour, naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), nonfat dry milk solids, pasteurized eggs, sugar, salt, grade aa butter, water, instant yeast, bak-klene (canola oil, mineral oil, and canola lecithin, natural flavor and beta- carotene), quick shine enhanced baking spray (vegetable protein)), prd lettuce shredded, prd tomato sliced, pickle chips dill kr cut tub",True,True,True,True,False,True,False,True,False,False
92,NEW ORLEANS-STYLE JAMBALAYA (VEGETARIAN),ENTREES,Lunch,Busch,"veg frz okra cut, veg frz peas black eyed, prd squash zucchini 20#, prd tomato large (6x6), prd celery pascal, prd onion spanish dry, prd eggplant case, prd pepper green large, water fresh, rice brown (whole grain parboiled brown rice), prd garlic peeled fresh gal, cayenne pepper, base vegetable *golden* rc (salt, dehydrated vegetables (onion, tomato, carrot, celery, bell pepper, carrot juice, green leek), sugar, autolyzed yeast extract, maltodextrin, palm oil, garlic powder, spices, disodium inosinate, disodium guanylate, turmeric extract (color), and natural flavors.), kosher salt, white ground pepper, ground thyme, oil olive pure",True,False,False,False,False,False,False,True,False,False
93,THAI SHRIMP RED COCONUT CURRY,ENTREES,Lunch,Busch,"frz fish shrimp lg pdi 41-50ct t/off, prd onion spanish dry, prd tomato large (6x6), prd pepper red * avg 22/25#, cream of coconut 15oz c.lopez (coconut, sugar, water, polysorbate 60, sorbitan monostearate, salt, propylene glycol alginate, mono and diglycerides (emulsifiers), citric acid, guar gum, locust bean.), juice real lemon 8/48oz (lemon juice from concentrate (water, concentrated lemon juice), and less than 2% of sodium benzoate, sodium metabisulfite and sodium sulfite (preservatives), and lemon oil.), paste curry red , prd onion green scallion, oil wesson canola 4/1gal, prd garlic peeled fresh gal, prd ginger peeled, herb fresh cilantro bunch",False,False,False,False,False,True,False,False,True,False
94,FRENCH FRIES,STARCH & POTATOES,Lunch,Busch,"potato fries reg 5/16"", frying oil (expeller pressed canola oil)",False,False,False,False,False,False,False,False,False,False
95,FRESH CAULIFLOWER,VEGGIES,Lunch,Busch,"water fresh, prd cauliflower, kosher salt",False,False,False,False,False,False,False,False,False,False
96,ICED BROWNIE,DESSERTS,Lunch,Busch,,False,False,False,False,False,False,False,False,False,False
97,ROLL LARGE BRIOCHE,BAKERY MISC,Lunch,Busch,,False,False,False,False,False,False,False,False,False,False
98,ALFREDO SAUCE,PIZZA/ PASTA,Lunch,Busch,"milk light cream 1/2 gal, grated parmesan, butter print solids 36/1lb, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), kosher salt, white ground pepper",True,True,False,False,False,True,False,False,False,False
99,BABY SPINACH,PIZZA/ PASTA,Lunch,Busch,prd spinach baby 4lbs,False,False,False,False,False,False,False,False,False,False
100,BROCCOLI AND RED PEPPER PIZZA,PIZZA/ PASTA,Lunch,Busch,"frz pizza crust 16"", sauce prepared pizza , cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), prd pepper red * avg 22/25#, prd broccoli florettes 4/3#, oil vegalene spray allergen free pam (sunflower oil sunflower lecithin, natural flavor, and propellant)",False,False,False,False,False,True,False,False,False,False
101,CHOPPED RED & GREEN PEPPERS,PIZZA/ PASTA,Lunch,Busch,"prd pepper green large, prd pepper red * avg 22/25#",False,False,False,False,False,False,False,False,False,False
102,CHUNKY TOMATO BASIL SAUCE,PIZZA/ PASTA,Lunch,Busch,"veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), veg tomato crushed sclafani (tomatoes, salt), veg tomato diced, prd onion spanish dry, wine burgundy capri 3l, prd garlic peeled fresh gal, herb fresh basil case, oregano leaves, oil olive pure, kosher salt, black pepper",False,False,False,False,False,False,False,False,False,True
103,DICED TOFU,PIZZA/ PASTA,Lunch,Busch,"tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,False,False,False,False,False,False
104,MUSHROOM RAVIOLI,PIZZA/ PASTA,Lunch,Busch,"water fresh, pasta ravioli wild mushroom, aioli sauce (oil olive pure, herb fresh basil bunch, prd garlic peeled fresh gal, salt, black pepper, herb fresh oregano), margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). )",False,False,False,False,False,False,False,False,False,False
105,PASTA MEDIUM SHELLS,PIZZA/ PASTA,Lunch,Busch,"water fresh, pasta conchigli rigate (semolina (wheat), durum wheat flour, vitamins/ minerals: vitamin b3 (niacin), iron (ferrous sulfate), vitamin b1 (thiamine mononitrate), vitamiin b2 (riboflavin), folic acid. may contain eggs.), oil olive 25%/75%",True,True,False,False,False,False,False,True,False,False
106,PEPPERONI PIZZA,PIZZA/ PASTA,Lunch,Busch,"pizza sauce (veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), oil olive 25%/75%, kosher salt, onion powder, garlic powder, fine black pepper, parsley flakes, oregano leaves, basil leaf), pizza dough ball , cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), grated parmesan",False,False,False,False,False,True,False,False,False,False
107,ROUND CHEESE PIZZA,PIZZA/ PASTA,Lunch,Busch,"pizza sauce (veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), oil olive 25%/75%, kosher salt, onion powder, garlic powder, fine black pepper, parsley flakes, oregano leaves, basil leaf), frz pizza crust 16"", cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), grated parmesan",False,False,False,False,False,True,False,False,False,False
108,SLICED MUSHROOMS,PIZZA/ PASTA,Lunch,Busch,"prd mushroom 10# 1""-1.5"" diam",False,False,False,False,False,False,False,False,False,False
109,OMELETS COOK TO ORDER,OMLET BAR,Lunch,Busch,"egg liquid 2/20lb case (whole eggs, citric acid.), sauce salsa thick and chunky (tomatoes, water, jalapeno peppers, tomato paste, onions, dried onion, salt, distilled vinegar, dried garlic, natural flavor), cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), cheese cheddar shredded (pasteurized milk, cheese culture, salt, enzymes, annatto coloring, potato starch, corn starch, dextrose, calcium sulfate), prd broccoli florettes 4/3#, cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), thumann sausage crumbles (pork, water, salt, dextrose, isolated soy protein, flavorings, paprika, bha, citric acid.), prd tomato large (6x6), turkey catering breast s/off (turkey breast, water, contains 2% or less of dextrose, salt, carrageenan, sodium phosphate.), egg whites 12/2 lbs (egg whites, guar gum, triethyl citrate (added as whipping aid)), prd onion spanish dry, prd pepper green large, prd mushroom sliced reg, bacon "" real "" bits (pork bacon cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, may contain natural smoke flavoring.), prd pepper red * avg 22/25#, ham boiled (imported ham, water added. cured with water, salt, dextrose, potassium lactate, sodium phosphate, sodium diacetate, sodium ascorbate, sodium nitrite.), oil vegalene spray allergen free pam (sunflower oil sunflower lecithin, natural flavor, and propellant)",False,True,True,True,False,True,False,True,False,False
110,BABY SPINACH,SALAD BAR,Dinner,Busch,prd spinach baby 4lbs,False,False,False,False,False,False,False,False,False,False
111,BROCCOLI BUDS OP,SALAD BAR,Dinner,Busch,prd broccoli florettes 4/3#,False,False,False,False,False,False,False,False,False,False
112,CHOPPED ROMAINE LETTUCE,SALAD BAR,Dinner,Busch,prd lettuce romaine hearts,False,False,False,False,False,False,False,False,False,False
113,CUCUMBERS,SALAD BAR,Dinner,Busch,prd cucumber,False,False,False,False,False,False,False,False,False,False
